GENE.NAME,CTRL0_A,CTRL0_B,CTRL0_C,TRT0_A,TRT0_B,TRT0_C,CTRL12_A,CTRL12_B,CTRL12_C,TRT12_A,TRT12_B,TRT12_C,TRT24_A,TRT24_B,TRT24_C,CTRL24_A,CTRL24_B,CTRL36_A,CTRL36_B,CTRL36_C,TRT36_A,TRT36_B,TRT36_C
proC,2195,3158,4876,2008,3366,8171,19612,19665,23926,5541,13432,5087,169,182,139,8646,9039,24808,17965,22807,183,322,136
rfaG,2629,2268,2165,1443,1849,3745,2978,2113,2156,686,2351,1191,136,106,44,3235,2905,2051,1422,2598,41,41,45
recO,647,755,702,579,491,1089,1935,1463,1628,366,1198,639,64,40,20,1337,1184,1416,748,1796,18,29,10
deoC,477,408,538,209,326,826,1717,1502,2451,380,833,401,17,11,5,1185,2294,2148,1258,2981,7,30,7
raiA,1336,1117,1359,565,929,1969,5292,4361,7105,1221,2393,1162,47,32,12,4487,7123,9129,8771,10950,38,88,46
lipB,241,405,252,169,220,413,1048,623,439,199,677,294,22,22,8,528,250,450,245,707,8,12,14
fadD,690,945,899,533,900,1914,3027,2396,2879,745,2513,1154,89,65,49,1485,2018,2361,1769,2723,40,68,39
PMM0403,2422,2755,1842,1454,2035,2212,9114,7661,9528,2218,3956,2010,46,41,24,2899,3887,11432,7825,12069,47,124,37
PMM0404,687,973,690,384,706,1029,954,582,507,119,482,195,30,37,19,896,568,462,270,727,10,22,6
aceF,13015,14293,14755,10052,10207,20760,31871,27931,33999,7432,14117,6687,349,331,278,28923,33513,44407,35439,46401,277,478,226
queA,1053,1221,1540,924,1146,2653,3569,2917,3672,883,2854,1663,130,83,54,2575,2725,3360,2303,3722,37,74,38
cysK2,32575,55177,23049,28753,21571,22866,155443,88822,88612,34082,39327,18178,600,490,376,66902,45775,123908,97856,183256,1253,1252,957
PMM0408,3077,2766,2549,2360,2385,6308,2595,2239,1875,871,4930,2001,454,255,58,3309,2381,1676,1064,2276,57,67,38
metB,22289,15618,18063,14919,10886,29971,10569,10224,11469,3492,8897,3515,748,437,159,17557,26955,11986,6956,12890,101,205,102
rpsD,114024,82975,97007,85385,52227,139602,46157,52736,64556,16154,27643,9806,1286,1065,486,96156,172569,79868,41642,75329,470,781,266
yidD,3023,4050,3257,2381,1673,3938,4772,3459,2538,615,1596,551,46,27,25,5045,3309,3846,2337,5394,18,79,34
trxA_2,2426,3310,2718,1996,1389,3352,3808,3044,2263,580,1429,459,45,26,18,4017,2616,3208,1903,4718,20,81,23
murE,1315,1575,1058,876,801,1594,1967,1203,856,326,983,397,49,50,31,1861,767,909,455,1533,21,79,32
PMM0414,3168,3832,1730,1936,2105,2241,2288,1465,1326,338,1104,556,60,63,54,1561,1425,1440,780,1926,28,57,29
cefD,2989,4225,1619,1626,2600,2341,3810,3460,2111,606,2226,831,34,35,34,1525,1320,1815,1483,3082,23,51,25
PMM0416,8615,12502,5510,5054,7559,7584,9735,10285,7905,1806,5415,2066,95,94,66,4960,5967,9946,9292,10718,74,113,58
nifU,1760,2036,1498,1276,1393,2172,5199,4252,5076,1289,1795,784,28,22,13,2598,3333,5922,4460,6157,20,67,22
mqoA,2996,3683,2129,1728,2043,3237,6154,4399,4092,1051,3182,1582,126,93,95,3069,2140,3489,2028,5071,54,109,69
lepA,4973,5666,3701,4009,3774,5812,6355,4494,5513,1308,2777,1524,94,79,100,4028,4596,5089,3507,6336,68,106,64
trmH,494,1150,464,376,855,787,3341,2080,1160,697,2670,1507,47,49,34,875,576,1325,1064,2008,27,36,27
PMM0423,3008,4240,2886,1839,2524,3972,2277,1878,1985,302,835,474,19,36,28,2759,3272,1992,772,2815,11,57,22
PMM0424,1024,1653,785,860,946,971,792,575,417,126,308,130,11,11,16,738,467,457,229,671,9,17,5
PMM0425,1048,1410,687,847,952,1157,1237,952,641,214,739,349,27,27,27,746,678,712,438,986,11,44,12
sun,1457,2309,1721,1200,2015,3138,5605,4987,4141,1934,12440,6291,217,543,322,2990,1770,2914,1722,4653,202,268,195
mrcB,1818,1640,1919,1367,1361,3406,2610,2002,1912,592,1893,819,103,92,23,2359,3000,1763,1178,2383,37,53,27
chlG,11199,8399,11086,8424,6535,17240,8565,7033,9034,2426,4274,1823,232,190,97,14064,22120,10662,6424,11310,105,140,61
PMM0429,4492,3751,4097,3251,2658,5755,4544,2967,3498,1130,1450,738,69,64,29,5962,7680,4400,2872,4834,36,59,27
hisF,1181,1341,1159,814,1002,1965,2327,1539,1462,466,1735,777,52,46,18,2186,1576,1537,1021,1974,50,47,35
menG,292,432,312,182,315,569,819,487,417,182,769,421,30,18,12,407,289,364,195,550,10,23,9
BirA,595,800,584,457,510,1062,1545,1122,885,241,633,264,39,46,27,1203,917,864,516,1203,9,38,12
lolD,5328,5826,5461,4271,3677,6969,9318,7229,6763,1570,3875,1535,116,118,46,8699,7063,7491,5543,9707,65,105,59
ndhB,38494,41689,33508,29937,20936,36047,45644,38837,36223,8770,16634,5992,405,331,253,51586,46454,46011,27683,55199,321,503,257
topA,15590,15437,15270,11870,10869,19654,45083,34647,36544,9243,16073,6812,260,198,190,25589,28412,46269,30850,55599,300,465,273
